A,0,10,3.52
A,0,15,1.01
A,0,24,5.45
A,0,86,1.43
A,0,97,2.13
A,1,11,2.72
A,1,70,2.9
A,1,74,8.68
A,1,85,5.9
A,2,10,2.84
A,2,44,4.21
A,2,61,6.72
A,2,67,1.08
A,3,41,7.07
A,3,82,3.65
A,4,7,4.86
A,4,27,5.71
A,4,49,8.63
A,4,50,7.66
A,4,70,3.82
A,4,71,9.74
A,4,77,8.25
A,5,30,7.04
A,5,59,5.22
A,5,61,7.62
A,5,62,1.82
A,6,71,3.57
A,6,78,2.18
A,6,90,3.08
A,7,5,8.18
A,7,10,7.77
A,7,12,1.45
A,7,27,4.82
A,7,41,3.46
A,7,45,8.32
A,7,63,7.67
A,7,68,6.5
A,7,69,4.09
A,7,75,6.96
A,7,83,6.5
A,7,94,6.93
A,7,95,4.01
A,8,56,3.96
A,8,73,8.65
A,8,85,5.84
A,9,10,8.55
A,9,15,2.38
A,9,41,6.87
A,9,46,5.35
A,9,88,3.84
A,10,37,9.69
A,10,45,3.1
A,10,62,5.52
A,10,82,6.49
A,11,1,2.78
A,11,18,1.59
A,11,47,4.73
A,11,62,9.65
A,11,71,8.74
A,11,90,9.86
A,12,2,8.49
A,12,14,2.28
A,12,30,4.54
A,12,68,8.63
A,12,78,6.91
A,12,86,6.85
A,13,32,8.19
A,13,38,1.8
A,13,55,4.54
A,13,56,7.66
A,13,62,7.42
A,13,77,6.58
A,13,86,9.97
A,14,27,5.9
A,14,66,5.7
A,14,90,9.06
A,15,5,1.12
A,15,18,7.33
A,15,51,1.51
A,15,65,7.17
A,15,81,5.34
A,16,2,5.68
A,16,28,3.75
A,16,31,8.96
A,16,43,8.31
A,17,3,4.04
A,18,15,8.51
A,18,16,8.39
A,18,26,5.64
A,18,30,1.99
A,18,39,9.32
A,18,52,2.91
A,18,59,1.42
A,18,74,5.09
A,18,79,8.43
A,18,92,6.07
A,19,6,5.66
A,19,44,8.74
A,19,46,3.63
A,19,98,9.73
A,20,6,2.68
A,20,51,7.11
A,20,70,3.9
A,20,80,6.61
A,20,90,8.23
A,21,9,2.52
A,21,32,6.96
A,21,34,7.38
A,21,36,2.39
A,21,65,8.98
A,21,80,8.01
A,22,3,1.68
A,22,20,2.76
A,22,32,2.67
A,22,66,7.92
A,22,81,4.28
A,23,6,5.32
A,23,60,5.7
A,23,95,1.2
A,24,12,2.39
A,24,13,1.69
A,24,42,4.47
A,24,88,4.54
A,25,1,6.35
A,25,54,2.82
A,25,97,1.01
A,26,31,1.26
A,26,48,3.31
A,26,51,6.03
A,26,73,1.16
A,26,77,3.56
A,26,85,1.28
A,27,14,4.61
A,27,24,7.46
A,27,58,6.8
A,28,5,2.64
A,28,17,3.23
A,28,65,7.17
A,28,90,8.23
A,29,4,4.22
A,29,7,1.79
A,29,20,2.52
A,29,71,3.26
A,29,90,3.82
A,29,97,5.91
A,30,3,7.77
A,30,5,2.59
A,30,7,8.83
A,30,13,6.01
A,30,44,7.21
A,30,48,3.97
A,30,78,3.68
A,30,79,5.94
A,30,83,7.18
A,31,7,2.37
A,31,20,3.07
A,31,21,6.43
A,31,23,1.44
A,31,63,8.0
A,31,69,6.11
A,31,81,7.27
A,31,90,2.51
A,31,98,3.09
A,32,13,3.06
A,32,16,3.69
A,32,47,3.47
A,32,50,6.15
A,32,56,6.33
A,32,96,6.8
A,33,43,8.47
A,33,46,4.87
A,33,78,3.33
A,33,91,1.58
A,34,22,9.05
A,34,27,8.96
A,34,76,7.96
A,34,94,6.17
A,34,96,6.6
A,35,0,9.26
A,35,9,1.13
A,35,22,7.11
A,35,24,7.22
A,35,59,5.02
A,35,68,3.19
A,35,73,9.11
A,35,77,9.33
A,36,3,4.96
A,36,83,2.7
A,37,50,8.1
A,37,73,4.15
A,38,26,6.0
A,38,46,7.13
A,38,81,1.1
A,38,85,8.24
A,38,91,4.87
A,39,18,9.73
A,39,33,6.13
A,39,41,4.51
A,39,46,8.78
A,39,55,6.9
A,39,85,4.95
A,39,88,7.63
A,40,8,1.82
A,40,45,4.87
A,40,50,6.89
A,40,59,6.03
A,40,80,9.65
A,40,81,3.29
A,40,85,8.07
A,40,99,8.66
A,41,22,4.18
A,41,27,9.25
A,42,22,3.57
A,42,93,5.79
A,42,94,8.16
A,42,99,1.3
A,43,45,7.21
A,43,52,1.87
A,43,57,7.09
A,43,71,7.47
A,43,84,8.76
A,43,92,2.51
A,43,99,8.39
A,44,6,7.87
A,44,7,1.07
A,44,84,9.19
A,44,92,2.2
A,45,14,7.69
A,45,26,4.23
A,45,34,9.26
A,45,40,1.96
A,45,85,7.43
A,46,19,8.34
A,46,40,1.94
A,46,41,1.8
A,46,44,8.68
A,46,52,9.07
A,46,57,6.8
A,46,59,2.54
A,46,65,2.92
A,47,5,9.38
A,47,14,1.28
A,47,36,4.02
A,47,45,2.17
A,47,93,5.99
A,48,18,5.04
A,48,25,5.48
A,48,30,7.92
A,48,32,6.92
A,48,37,4.09
A,48,55,6.88
A,48,81,4.08
A,49,23,5.67
A,49,45,1.51
A,49,50,4.55
A,49,52,6.09
A,50,13,6.83
A,50,23,3.78
A,50,69,4.75
A,51,3,3.2
A,51,14,7.36
A,51,24,9.05
A,51,41,5.2
A,51,44,6.25
A,51,80,6.64
A,51,85,2.86
A,52,0,7.79
A,52,8,8.11
A,52,11,3.53
A,52,13,2.41
A,52,16,3.22
A,52,19,3.22
A,53,3,1.37
A,53,20,3.49
A,53,33,4.36
A,53,56,8.57
A,53,76,3.5
A,53,96,5.26
A,54,4,8.4
A,54,21,3.6
A,54,39,6.74
A,54,40,5.01
A,54,71,5.66
A,54,76,9.26
A,54,83,2.98
A,54,86,3.45
A,54,92,8.57
A,54,96,4.98
A,55,1,3.84
A,55,22,6.78
A,55,38,3.48
A,55,45,9.28
A,55,79,6.53
A,56,10,9.8
A,56,51,4.62
A,56,52,6.58
A,56,75,4.45
A,56,76,6.65
A,57,58,1.68
A,57,87,7.6
A,58,39,5.22
A,58,55,7.03
A,59,10,4.64
A,59,15,2.94
A,59,20,6.63
A,59,62,8.99
A,59,63,5.16
A,59,91,3.41
A,60,84,6.75
A,61,28,5.35
A,61,47,5.88
A,61,49,8.55
A,61,57,7.43
A,62,6,6.93
A,62,27,9.98
A,62,30,1.86
A,62,34,7.4
A,62,77,7.53
A,62,89,4.91
A,63,23,7.12
A,63,30,5.77
A,63,41,6.85
A,63,53,9.03
A,63,72,6.93
A,64,45,8.99
A,64,47,6.25
A,64,72,2.18
A,64,78,3.03
A,65,17,4.77
A,65,38,5.75
A,65,43,7.12
A,65,76,8.92
A,65,77,7.1
A,65,88,4.5
A,65,96,7.78
A,66,37,4.22
A,66,38,5.2
A,66,54,4.22
A,66,67,5.67
A,66,93,5.94
A,66,96,2.34
A,67,58,6.17
A,67,59,4.28
A,67,81,3.13
A,68,25,7.36
A,68,42,6.23
A,68,49,2.71
A,69,73,5.68
A,69,88,9.28
A,70,50,1.53
A,70,57,9.78
A,70,71,2.92
A,70,81,1.38
A,70,83,5.48
A,70,85,3.96
A,71,18,5.88
A,71,23,7.12
A,71,39,2.38
A,71,41,8.17
A,71,57,9.17
A,71,98,2.27
A,72,8,2.95
A,72,18,3.23
A,72,23,1.35
A,72,35,3.81
A,72,69,3.73
A,72,71,3.67
A,72,75,1.42
A,72,90,2.68
A,72,99,6.08
A,74,48,5.21
A,74,80,4.11
A,75,10,7.52
A,75,17,6.98
A,75,22,2.38
A,75,23,4.16
A,75,34,9.72
A,75,52,2.75
A,76,1,5.88
A,76,8,1.26
A,76,45,1.32
A,77,10,2.21
A,77,13,2.9
A,78,10,9.69
A,78,32,1.38
A,78,36,1.16
A,78,50,3.8
A,78,60,4.63
A,78,84,9.3
A,79,17,9.66
A,79,61,5.38
A,79,82,5.12
A,80,4,4.26
A,80,21,8.58
A,80,68,6.74
A,80,99,7.62
A,81,35,9.54
A,81,44,6.73
A,81,45,2.24
A,81,49,1.87
A,81,66,1.92
A,81,84,9.07
A,81,94,8.34
A,81,95,3.32
A,82,2,3.73
A,82,19,9.43
A,82,34,8.93
A,82,55,5.14
A,82,70,6.08
A,82,78,6.4
A,83,1,4.91
A,83,9,3.31
A,83,10,5.5
A,83,27,1.01
A,83,59,1.4
A,83,81,1.12
A,84,70,4.97
A,84,81,6.64
A,85,15,4.72
A,85,25,1.45
A,85,74,9.13
A,86,4,3.16
A,86,30,2.39
A,86,54,8.31
A,86,74,1.14
A,87,29,2.49
A,87,36,6.43
A,87,37,1.44
A,87,47,4.16
A,87,69,3.52
A,88,6,5.6
A,88,7,4.46
A,88,46,8.87
A,88,53,3.2
A,88,71,9.1
A,89,12,4.56
A,89,13,7.0
A,89,25,7.0
A,89,41,4.78
A,89,43,6.86
A,90,10,8.01
A,90,13,3.76
A,90,15,3.85
A,90,51,8.53
A,90,71,2.01
A,90,73,9.12
A,90,80,4.01
A,90,89,5.29
A,91,26,5.62
A,91,31,5.0
A,91,53,1.86
A,91,72,1.92
A,91,96,1.95
A,92,3,4.14
A,92,87,8.9
A,92,92,1.21
A,93,48,5.44
A,93,53,4.58
A,93,55,7.04
A,93,71,4.78
A,93,79,4.54
A,93,83,2.08
A,93,87,8.25
A,94,9,4.48
A,94,16,6.26
A,94,40,3.98
A,94,44,9.57
A,94,55,7.39
A,94,62,9.08
A,95,19,5.87
A,95,22,9.89
A,95,25,5.36
A,95,47,7.55
A,95,98,4.06
A,96,29,1.41
A,96,33,8.25
A,96,45,7.84
A,96,68,1.81
A,96,70,8.57
A,97,0,4.17
A,97,12,2.57
A,97,13,2.77
A,97,21,7.26
A,97,67,4.6
A,98,24,7.92
A,98,59,7.87
A,99,73,6.1
A,99,74,2.33
A,99,87,8.41
A,99,98,7.25
B,0,2,4.35
B,0,53,3.97
B,0,71,1.56
B,1,23,5.13
B,1,35,1.92
B,1,55,3.8
B,1,83,3.83
B,1,95,7.92
B,2,40,5.3
B,2,91,1.44
B,2,95,4.76
B,3,6,8.45
B,3,8,3.07
B,3,11,3.44
B,3,37,4.68
B,3,45,2.59
B,3,63,3.84
B,3,71,8.01
B,4,32,4.81
B,4,38,7.51
B,4,79,7.29
B,5,0,1.8
B,5,1,4.9
B,5,14,9.72
B,5,40,4.85
B,5,48,5.59
B,6,8,6.69
B,6,43,8.41
B,6,93,2.98
B,7,9,6.97
B,7,38,2.17
B,8,1,8.68
B,8,11,4.38
B,8,17,9.92
B,8,20,1.56
B,8,56,4.98
B,9,46,3.33
B,9,52,5.17
B,9,60,5.31
B,9,70,2.89
B,9,75,4.43
B,9,87,5.71
B,10,12,2.07
B,10,41,2.39
B,10,50,8.14
B,10,55,9.55
B,10,68,6.98
B,10,79,3.42
B,11,25,9.92
B,11,27,4.32
B,11,53,4.07
B,11,88,4.72
B,12,7,4.79
B,12,53,6.59
B,12,92,2.93
B,12,97,2.45
B,13,8,7.06
B,13,35,6.7
B,13,56,3.91
B,14,19,10.0
B,14,21,1.33
B,14,32,4.5
B,14,60,5.29
B,14,72,1.13
B,14,76,7.55
B,14,80,9.21
B,15,4,8.47
B,15,25,9.61
B,15,92,8.45
B,16,95,8.01
B,17,10,6.98
B,17,32,4.59
B,17,67,4.3
B,17,92,6.95
B,18,29,4.97
B,18,70,2.15
B,18,79,6.58
B,18,81,6.39
B,19,0,8.3
B,19,59,3.23
B,19,63,8.11
B,19,81,7.16
B,20,0,5.22
B,20,6,3.38
B,20,19,3.51
B,20,20,4.24
B,20,44,7.06
B,20,53,5.29
B,20,58,9.07
B,20,71,7.25
B,21,22,1.26
B,21,28,8.17
B,21,29,3.31
B,21,91,9.51
B,22,0,2.38
B,22,10,1.03
B,22,18,9.63
B,22,20,1.94
B,22,58,6.62
B,22,60,9.98
B,22,65,1.27
B,22,83,9.47
B,22,93,1.27
B,23,4,4.74
B,23,6,2.34
B,23,15,3.61
B,23,18,7.18
B,23,60,5.35
B,24,6,1.3
B,24,16,8.81
B,24,27,8.82
B,24,44,7.27
B,25,11,2.78
B,25,14,5.48
B,25,34,2.57
B,25,73,4.1
B,25,82,4.49
B,25,98,4.22
B,26,3,2.09
B,26,6,4.1
B,26,21,5.95
B,26,24,7.98
B,26,28,4.8
B,26,50,4.87
B,26,77,9.97
B,26,82,9.2
B,27,77,5.06
B,27,90,3.28
B,27,94,9.32
B,28,44,2.31
B,28,72,7.6
B,28,83,9.8
B,29,26,4.32
B,29,30,8.55
B,29,34,4.99
B,29,84,3.06
B,30,4,1.56
B,30,7,7.78
B,30,15,1.12
B,30,37,4.7
B,30,58,9.12
B,30,65,2.9
B,30,77,5.53
B,30,97,5.19
B,30,99,6.24
B,31,1,1.06
B,31,3,2.32
B,31,46,5.82
B,31,66,9.91
B,32,21,2.49
B,32,30,7.49
B,32,32,6.44
B,32,35,4.21
B,32,84,4.46
B,33,3,5.22
B,33,35,3.26
B,33,42,1.51
B,33,45,5.86
B,33,55,5.33
B,33,60,9.36
B,33,86,3.49
B,33,88,3.25
B,34,53,8.93
B,34,79,8.26
B,34,83,5.65
B,34,93,3.93
B,35,36,8.42
B,35,43,6.26
B,35,45,3.81
B,35,91,8.34
B,36,12,2.07
B,36,68,1.92
B,36,83,8.6
B,36,93,4.88
B,37,12,5.63
B,37,39,1.55
B,37,84,2.95
